Musteri_ID,Musteri_Yas,Musteri_Cins,Ayliq_Emekhaqqi,Bankla_Emekdasliq_Muddeti_Ay,Risk_Seqmenti,Aktiv_Kartlarin_Sayi,Kredit_Karti_Limiti,Kredit_Karti_Borcu,Istehlak_Krediti_Statusu,Ayliq_Kredit_Odenisi,Depozit_Portfeli_Hecmi,Son_3_Ayda_Mobil_Tetbiqe_Giris_Sayi,Son_1_Ayda_Filiala_Muraciet_Sayi,Qebz_ID,Tranzaksiya_Tarixi_Saati,Umumi_Mebleg,Odenis_Novu_Detalli,Satici_Adi,MCC_Kateqoriya,Umumi_EDV_Meblegi,Qaytarilan_EDV_Meblegi,EDV_Muraciet_Statusu,EDV_Imtina_Sebebi
10028,73,Qadın,555.0,300,Aşağı,2,0.0,0.0,Yoxdur,0.0,5220.47,14,0,4916242159083,2025-05-17 10:42:30.554105,45.86,Nağdsız_Bankın_Kartı,Bolt,Nəqliyyat,7.0,1.05,Təsdiqləndi,
10022,44,Qadın,2792.0,3,Aşağı,3,8376.0,5787.5,Yoxdur,0.0,25146.61,57,0,0201643200363,2025-09-18 03:29:43.740336,189.91 AZN,Nağdsız_Bankın_Kartı,Kontakt Home,Elektronika/Məişət,28.97,4.35,Təsdiqləndi,
10016,44,Kişi,3306.0,210,,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,7538488659349,2025-04-07 01:55:46.130497,106.78,Nağdsız_Bankın_Kartı,Vapiano,Restoran/Kafe,16.29,2.44,Təsdiqləndi,
10081,28,Kişi,2308.0,42,Aşağı,4,3462.0,1952.21,Yoxdur,0.0,10794.41,60,0,6001254079789,2025-04-16 14:12:10.253473,54.38,Nağdsız_Başqa_Kart,Favorit,Supermarket,8.3,1.25,Təsdiqləndi,
10093,33,Qadın,1560.0,82,Aşağı,2,2340.0,852.84,Yoxdur,0.0,7227.29,47,0,9337509989753,2025-04-29 03:56:06.225125,49.88,Nağd,Mado,Restoran/Kafe,7.61,0.76,Təsdiqləndi,
10058,46,Qadın,3052.0,88,,3,9156.0,3217.52,Yoxdur,0.0,42250.7,56,0,6973180013465,2025-04-26 16:09:47.209586,163.34,Nağdsız_Bankın_Kartı,,Supermarket,24.92,3.74,Təsdiqləndi,
10083,49,Kişi,1136.0,300,Orta,4,2272.0,568.66,Aktiv,421.24,3253.3,45,0,9773167957052,2025-05-21 09:05:15.574451,13.96,Nağdsız_Bankın_Kartı,Bravo,Supermarket,2.13,0.32,Təsdiqləndi,
10017,34,Qadın,1847.0,12,Aşağı,3,2770.5,1099.47,Aktiv,399.22,2930.87,75,1,1095965388668,2025-07-17 09:19:35.672173,12.64,Nağdsız_Bankın_Kartı,Vapiano,Restoran/Kafe,1.93,0.29,Təsdiqləndi,
10058,46,Qadın,3052.0,88,Aşağı,3,9156.0,3217.52,Yoxdur,0.0,42250.7,56,0,4414128405735,2025-05-03 06:19:48.976695,153.31,Nağdsız_Bankın_Kartı,LC Waikiki,Geyim/Ayaqqabı,23.39,3.51,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,8085173130668,2025-07-04 05:51:33.346977,91.17,Nağdsız_Bankın_Kartı,Araz,Supermarket,13.91,2.09,Təsdiqləndi,
10052,46,Kişi,2511.0,129,Aşağı,3,7533.0,2393.24,,0.0,18233.19,45,0,0536886707779,2025-06-25 06:52:36.480430,281.39,Nağdsız_Bankın_Kartı,Ganjlik Mall Bouncers,Əyləncə/Asudə Vaxt,42.92,6.44,Təsdiqləndi,
10022,44,Qadın,2792.0,3,Aşağı,3,8376.0,5787.5,Yoxdur,0.0,25146.61,57,0,9301411600729,2025-04-09 15:21:24.063099,117.43,Nağdsız_Bankın_Kartı,Mado,Restoran/Kafe,17.91,2.69,Təsdiqləndi,
10035,32,Kişi,2421.0,22,,2,3631.5,0.0,Aktiv,702.8,10202.17,51,0,9220187747356,2025-05-04 11:53:14.821430,66.87,Nağdsız_Bankın_Kartı,KFC,Restoran/Kafe,10.2,1.53,Təsdiqləndi,
10013,38,Kişi,3018.0,188,Aşağı,1,9054.0,0.0,Yoxdur,0.0,18187.02,59,0,4027687040542,2025-07-22 09:10:00.567525,81.35,Nağdsız_Bankın_Kartı,Kontakt Home,Elektronika/Məişət,12.41,1.86,Təsdiqləndi,
10013,38,Kişi,3018.0,188,,1,9054.0,0.0,Yoxdur,0.0,18187.02,59,0,0590882344340,2025-05-09 07:11:09.852062,204.61,Nağdsız_Bankın_Kartı,Mado,Restoran/Kafe,31.21,4.68,Təsdiqləndi,
10075,26,Kişi,2389.0,21,Aşağı,3,3583.5,0.0,Aktiv,988.87,4300.07,55,0,0693095397207,2025-08-04 07:08:43.338092,63.1,Nağdsız_Bankın_Kartı,28 Cinema,Əyləncə/Asudə Vaxt,9.63,1.44,Təsdiqləndi,
10022,44,Qadın,2792.0,3,Aşağı,3,8376.0,5787.5,Yoxdur,0.0,25146.61,57,0,6659034159449,2025-06-07 19:59:11.358380,42.08,Nağd,Nike Store,Geyim/Ayaqqabı,6.42,0.64,Təsdiqləndi,
10052,46,Kişi,2511.0,129,Aşağı,3,7533.0,2393.24,Yoxdur,0.0,18233.19,45,0,9767329249204,2025-05-01 09:42:52.872991,63.64,Nağdsız_Bankın_Kartı,Nike Store,Geyim/Ayaqqabı,9.71,1.46,Gözləmədə,
10080,65,Kişi,530.0,25,Aşağı,3,0.0,0.0,Yoxdur,0.0,5146.08,21,0,4762069734733,2025-07-12 15:47:57.222654,67.79,Nağdsız_Bankın_Kartı,Zəfəran Aptek,Aptek,10.34,1.55,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,1669742469123,2025-07-27 22:27:59.438267,83.37,Nağdsız_Başqa_Kart,Bravo,Supermarket,12.72,1.91,Təsdiqləndi,
10062,35,Qadın,1994.0,14,Orta,2,3988.0,0.0,Aktiv,688.17,5072.32,45,0,5602685308082,2025-09-08 05:35:27.005117,41.79,Nağd,Araz,Supermarket,6.37,0.64,Təsdiqləndi,
10062,35,Qadın,1994.0,14,Orta,2,3988.0,0.0,Aktiv,688.17,5072.32,45,0,4092047003667,2025-05-17 23:27:59.913028,66.59,Nağdsız_Bankın_Kartı,Araz,Supermarket,10.16,1.52,Təsdiqləndi,
10056,32,Qadın,1262.0,106,Orta,2,2524.0,821.3,,0.0,2655.28,44,0,7734498953607,2025-05-04 07:57:54.747502,25.12,Nağdsız_Bankın_Kartı,28 Cinema,Əyləncə/Asudə Vaxt,3.83,0.57,Təsdiqləndi,
10022,44,Qadın,2792.0,3,Aşağı,3,8376.0,5787.5,Yoxdur,0.0,25146.61,57,0,1498941383654,2025-07-03 01:51:43.485633,266.24,Nağdsız_Başqa_Kart,Baku Electronics,Elektronika/Məişət,40.61,6.09,Təsdiqləndi,
10061,26,Kişi,1471.0,73,Aşağı,2,2206.5,1253.46,Yoxdur,0.0,4465.84,62,0,2124607105199,2025-06-08 23:06:36.658693,11.65,Nağd,Zəfəran Aptek,Aptek,1.78,0.18,Təsdiqləndi,
10046,47,Qadın,2567.0,51,Aşağı,1,7701.0,4956.76,Yoxdur,0.0,35656.72,48,0,0655976614724,2025-08-06 20:42:21.983383,130.57,Nağdsız_Bankın_Kartı,Bravo,Supermarket,19.92,2.99,Təsdiqləndi,
10081,28,Kişi,2308.0,42,Aşağı,4,3462.0,1952.21,Yoxdur,0.0,10794.41,60,0,4677584167617,2025-07-04 21:53:34.758869,48.81,Nağd,Bravo,Supermarket,7.45,0.75,Təsdiqləndi,
10058,46,Qadın,3052.0,88,Aşağı,3,9156.0,3217.52,Yoxdur,0.0,42250.7,56,0,0611504420660,2025-06-12 23:37:02.872453,110.95,Nağdsız_Bankın_Kartı,KFC,Restoran/Kafe,16.92,2.54,Təsdiqləndi,
10009,32,Qadın,2101.0,52,Aşağı,3,3151.5,0.0,Aktiv,579.05,6003.54,41,0,0948519003955,2025-08-27 10:36:52.651406,50.74,Nağdsız_Bankın_Kartı,Araz,Supermarket,7.74,1.16,Təsdiqləndi,
10016,44,Kişi,3306.0,210,Aşağı,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,0266084302528,2025-09-02 01:49:16.470599,172.67,Nağdsız_Bankın_Kartı,DeFacto,Geyim/Ayaqqabı,26.34,3.95,Gözləmədə,
10079,77,Kişi,669.0,47,Aşağı,1,0.0,0.0,Yoxdur,0.0,6203.19,20,1,6833338479285,2025-09-23 03:40:44.748333,7.6,Nağdsız_Bankın_Kartı,Favorit,Supermarket,1.16,0.17,Təsdiqləndi,
10022,44,Qadın,2792.0,3,Aşağı,3,8376.0,5787.5,Yoxdur,0.0,25146.61,57,0,0171602779918,2025-05-08 21:12:02.181325,113.44,Nağdsız_Başqa_Kart,Coffeesta,Restoran/Kafe,17.3,2.6,Təsdiqləndi,
10048,34,Qadın,1393.0,60,Orta,3,2786.0,1686.58,Aktiv,523.41,2900.45,33,0,1470654520590,2025-08-08 15:21:27.939238,14.82,Nağdsız_Bankın_Kartı,Optimal,Elektronika/Məişət,2.26,0.34,Təsdiqləndi,
10049,50,Kişi,1301.0,197,Orta,1,2602.0,0.0,Yoxdur,0.0,1956.12,22,0,2622669017271,2025-06-16 05:40:38.226480,17.39,Nağdsız_Başqa_Kart,Bravo,Supermarket,2.65,0.4,Gözləmədə,
10054,29,Qadın,2417.0,64,Aşağı,4,3625.5,0.0,Aktiv,751.61,4938.75,66,1,8787407958853,2025-04-17 15:00:24.226310,53.21,Nağdsız_Bankın_Kartı,Bazarstore,Supermarket,8.12,1.22,Təsdiqləndi,
10012,35,Kişi,2741.0,118,Aşağı,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,0043880306372,2025-08-12 13:40:43.057943,192.27,Nağdsız_Başqa_Kart,Coffeesta,Restoran/Kafe,29.33,4.4,Təsdiqləndi,
10085,23,Kişi,2469.0,1,Aşağı,3,3703.5,0.0,Aktiv,689.41,4438.17,74,0,4706850198745,2025-09-22 22:40:33.191769,7.66,Nağdsız_Bankın_Kartı,Mango,Geyim/Ayaqqabı,1.17,0.18,Təsdiqləndi,
10046,47,Qadın,2567.0,51,Aşağı,1,7701.0,4956.76,Yoxdur,0.0,35656.72,48,0,2399853760076,2025-04-08 21:38:40.399564,148.65,Nağd,Nike Store,Geyim/Ayaqqabı,22.68,2.27,Təsdiqləndi,
10067,36,Kişi,1934.0,153,Orta,2,3868.0,2930.82,Aktiv,725.6,4468.34,32,0,7790699421763,2025-07-26 08:30:05.938355,64.32,Nağd,Socar,YDM,9.81,0.98,Təsdiqləndi,
10098,26,Qadın,2361.0,75,Aşağı,2,3541.5,1597.35,Yoxdur,0.0,2875.84,59,1,2521216342209,2025-08-03 09:52:43.918815,28.31,Nağdsız_Bankın_Kartı,KFC,Restoran/Kafe,4.32,0.65,Təsdiqləndi,
10099,31,Kişi,1800.0,103,Aşağı,3,2700.0,1726.82,Aktiv,457.51,2109.23,52,0,4836116548640,2025-09-22 18:51:34.460208,11.4 AZN,Nağdsız_Bankın_Kartı,Bazarstore,Supermarket,1.74,0.26,Təsdiqləndi,
10052,46,Kişi,2511.0,129,Aşağı,3,7533.0,2393.24,Yoxdur,0.0,18233.19,45,0,1903278172634,2025-05-08 16:03:47.496849,95.89,Nağdsız_Bankın_Kartı,Favorit,Supermarket,14.63,2.19,Təsdiqləndi,
10045,67,Qadın,314.0,300,Aşağı,3,0.0,0.0,Yoxdur,0.0,949.59,19,0,4635414000790,2025-05-09 14:23:28.659910,16.39,Nağdsız_Bankın_Kartı,Hippokrat,Aptek,2.5,0.38,Təsdiqləndi,
10084,68,Kişi,391.0,300,Aşağı,4,0.0,0.0,Yoxdur,0.0,2346.75,18,0,5013655289691,2025-09-10 17:04:23.064446,5.0,Nağdsız_Bankın_Kartı,Favorit,Supermarket,0.76,0.11,İmtina edildi,Çek tapılmadı
10094,37,Kişi,952.0,50,Orta,1,1904.0,0.0,Aktiv,314.34,1728.1,21,0,2416411672013,2025-04-04 01:10:00.984689,59.09,Nağdsız_Bankın_Kartı,Irshad,Elektronika/Məişət,9.01,1.35,Təsdiqləndi,
10081,28,Kişi,,42,Aşağı,4,3462.0,1952.21,Yoxdur,0.0,10794.41,60,0,7596291288868,2025-09-10 16:18:45.053340,64.3,Nağd,KFC,Restoran/Kafe,9.81,0.98,Təsdiqləndi,
10006,21,Kişi,214.0,21,Orta,4,0.0,0.0,Yoxdur,0.0,230.54,55,0,0191404252498,2025-04-16 09:59:25.941728,15.42,Nağdsız_Başqa_Kart,Uber,Nəqliyyat,2.35,0.35,Təsdiqləndi,
10052,46,Kişi,2511.0,129,Aşağı,3,7533.0,2393.24,Yoxdur,0.0,18233.19,45,0,5397038820612,2025-04-16 19:27:04.618749,129.05,Nağdsız_Başqa_Kart,Neptun,Supermarket,19.69,2.95,Təsdiqləndi,
10016,44,Kişi,3306.0,210,,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,1915071362707,2025-09-25 22:47:45.459330,197.0,Nağdsız_Bankın_Kartı,Bir-İki Dönər,Restoran/Kafe,30.05,4.51,Təsdiqləndi,
10052,46,Kişi,2511.0,129,Aşağı,3,7533.0,2393.24,Yoxdur,0.0,18233.19,45,0,8295818941106,2025-03-31 20:47:00.125113,79.57,Nağdsız_Bankın_Kartı,BakuBus Kart Artırılması,Nəqliyyat,12.14,1.82,Təsdiqləndi,
10046,47,Qadın,2567.0,51,Aşağı,1,7701.0,4956.76,Yoxdur,0.0,35656.72,48,0,4442847483126,2025-05-10 12:17:07.199347,158.46,Nağdsız_Başqa_Kart,Neptun,Supermarket,24.17,3.63,Təsdiqləndi,
10022,44,Qadın,2792.0,3,Aşağı,3,8376.0,5787.5,Yoxdur,0.0,25146.61,57,0,2735603121212,2025-06-01 07:32:34.758769,175.59,Nağdsız_Bankın_Kartı,Bir-İki Dönər,Restoran/Kafe,26.78,4.02,Təsdiqləndi,
10005,32,Qadın,2059.0,162,Aşağı,3,3088.5,1048.11,Aktiv,862.78,5729.03,46,0,2748932572390,2025-04-03 10:01:30.267743,47.69,Nağdsız_Bankın_Kartı,Vapiano,Restoran/Kafe,7.27,1.09,Təsdiqləndi,
10052,46,Kişi,,129,Aşağı,3,7533.0,2393.24,Yoxdur,0.0,18233.19,45,0,1438307024627,2025-06-07 02:18:03.738579,255.35,Nağdsız_Bankın_Kartı,Socar,YDM,38.95,5.84,Təsdiqləndi,
10062,35,Qadın,1994.0,14,,2,3988.0,0.0,Aktiv,688.17,5072.32,45,0,7077508167594,2025-06-14 13:54:47.354270,33.45,Nağdsız_Başqa_Kart,Azpetrol,YDM,5.1,0.76,Təsdiqləndi,
10065,23,Kişi,1221.0,57,Aşağı,2,1831.5,1139.82,Aktiv,446.42,4691.97,64,0,6356360260735,2025-06-29 10:52:52.459587,16.05,Nağdsız_Bankın_Kartı,Mado,Restoran/Kafe,2.45,0.37,İmtina edildi,Müddət keçib
10022,44,Qadın,2792.0,3,Aşağı,3,8376.0,5787.5,Yoxdur,0.0,25146.61,57,0,1939236216594,2025-07-17 22:57:12.327969,245.29,Nağdsız_Bankın_Kartı,Bolt,Nəqliyyat,37.42,5.61,Təsdiqləndi,
10069,63,Kişi,519.0,300,,2,0.0,0.0,Yoxdur,0.0,4835.64,12,0,9497343297473,2025-09-07 21:21:17.338454,19.95,Nağdsız_Bankın_Kartı,Hippokrat,Aptek,3.04,0.46,Təsdiqləndi,
10013,38,Kişi,3018.0,188,Aşağı,1,9054.0,0.0,Yoxdur,0.0,18187.02,59,0,3800223062854,2025-06-10 04:40:57.059688,136.5,Nağdsız_Bankın_Kartı,Baku Electronics,Elektronika/Məişət,20.82,3.12,Təsdiqləndi,
10004,49,Qadın,945.0,11,Orta,2,1890.0,257.7,Aktiv,270.56,2586.67,47,0,4285102044489,2025-05-06 17:07:14.854792,54.23,Nağdsız_Başqa_Kart,Lukoil,YDM,8.27,1.24,Təsdiqləndi,
10021,23,Qadın,1414.0,22,Aşağı,4,2121.0,1168.3,Yoxdur,0.0,2657.56,80,0,2785645565889,2025-05-21 18:40:35.727011,67.54,Nağd,Uber,Nəqliyyat,10.3,1.03,Təsdiqləndi,
10026,40,Kişi,3334.0,109,Aşağı,1,10002.0,1472.5,Yoxdur,0.0,23166.74,33,0,1513295561064,2025-09-18 20:04:11.012521,179.84,Nağdsız_Bankın_Kartı,Nike Store,Geyim/Ayaqqabı,27.43,4.11,Təsdiqləndi,
10052,46,Kişi,2511.0,129,Aşağı,3,7533.0,2393.24,Yoxdur,0.0,18233.19,45,0,3577347761944,2025-04-16 21:31:33.693363,194.25,Nağdsız_Bankın_Kartı,Bazarstore,Supermarket,29.63,4.44,Təsdiqləndi,
10007,72,Kişi,738.0,131,,4,0.0,0.0,Yoxdur,0.0,4171.43,8,0,0306765024852,2025-08-10 11:38:08.402509,10.05,Nağdsız_Başqa_Kart,Favorit,Supermarket,1.53,0.23,Təsdiqləndi,
10029,38,Qadın,1090.0,161,Orta,2,2180.0,0.0,Aktiv,476.21,1612.78,46,1,0896370343685,2025-06-02 14:17:28.128186,122.61,Nağdsız_Başqa_Kart,BakuBus Kart Artırılması,Nəqliyyat,18.7,2.8,Təsdiqləndi,
10056,32,Qadın,1262.0,106,Orta,2,2524.0,821.3,Yoxdur,0.0,2655.28,44,0,6434674702535,2025-07-28 07:54:32.516607,53.86,Nağdsız_Bankın_Kartı,Favorit,Supermarket,8.22,1.23,Təsdiqləndi,
10005,32,Qadın,2059.0,162,Aşağı,3,3088.5,1048.11,Aktiv,862.78,5729.03,46,0,6870455457979,2025-09-11 19:56:52.171095,50.25,Nağdsız_Bankın_Kartı,Bravo,Supermarket,7.67,1.15,Təsdiqləndi,
10021,23,Qadın,1414.0,22,Aşağı,4,2121.0,1168.3,Yoxdur,0.0,2657.56,80,0,4536539196418,2025-09-17 19:00:06.227323,48.45,Nağdsız_Bankın_Kartı,Araz,Supermarket,7.39,1.11,Təsdiqləndi,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,9778995861950,2025-08-11 23:50:08.194990,67.59,Nağdsız_Bankın_Kartı,Irshad,Elektronika/Məişət,10.31,1.55,Təsdiqləndi,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,4347191609619,2025-08-23 23:14:56.941081,56.49,Nağdsız_Bankın_Kartı,KFC,Restoran/Kafe,8.62,1.29,Təsdiqləndi,
10080,65,Kişi,530.0,25,Aşağı,3,0.0,0.0,Yoxdur,0.0,5146.08,21,0,7732991800859,2025-06-28 05:03:04.513536,10.75,Nağd,Favorit,Supermarket,1.64,0.16,Təsdiqləndi,
10005,32,Qadın,2059.0,162,Aşağı,3,3088.5,1048.11,Aktiv,862.78,5729.03,46,0,1043599063243,2025-07-15 19:11:36.490105,38.6,Nağd,Bir-İki Dönər,Restoran/Kafe,5.89,0.59,Təsdiqləndi,
10026,40,Kişi,3334.0,109,Aşağı,1,10002.0,1472.5,Yoxdur,0.0,23166.74,33,0,4683754937341,2025-04-03 19:42:28.146810,99.16,Nağdsız_Bankın_Kartı,Vapiano,Restoran/Kafe,15.13,2.27,Təsdiqləndi,
10046,47,Qadın,2567.0,51,Aşağı,1,7701.0,4956.76,Yoxdur,0.0,35656.72,48,0,9763201108618,2025-06-19 19:25:57.874604,205.21,Nağdsız_Bankın_Kartı,DeFacto,Geyim/Ayaqqabı,31.3,4.7,Təsdiqləndi,
10088,30,Kişi,,132,Aşağı,2,2853.0,1864.91,Aktiv,442.81,7156.12,52,0,6493136755387,2025-05-19 16:20:09.119207,85.12,Nağdsız_Bankın_Kartı,Bravo,Supermarket,12.98,1.95,Təsdiqləndi,
10040,35,Kişi,986.0,106,Orta,3,1972.0,1730.49,Aktiv,408.83,1406.94,31,0,1530776957913,2025-03-30 15:30:19.083662,17.69,Nağdsız_Bankın_Kartı,Bazarstore,Supermarket,2.7,0.41,Təsdiqləndi,
10023,34,Kişi,1800.0,26,Aşağı,4,2700.0,404.67,,593.32,6588.82,61,0,1595665674104,2025-06-03 01:48:42.608698,5.0,Nağd,,Restoran/Kafe,0.76,0.08,Təsdiqləndi,
10004,49,Qadın,945.0,11,Orta,2,1890.0,257.7,,270.56,2586.67,47,0,0576597293140,2025-04-26 09:15:46.620537,69.56,Nağd,Favorit,Supermarket,10.61,1.06,Təsdiqləndi,
10049,50,Kişi,1301.0,197,Orta,1,2602.0,0.0,Yoxdur,0.0,1956.12,22,0,4003511542299,2025-07-04 13:26:09.637209,11.67,Nağdsız_Bankın_Kartı,Araz,Supermarket,1.78,0.27,Təsdiqləndi,
10016,44,Kişi,3306.0,210,Aşağı,3,9918.0,6315.53,Yoxdur,0.0,28642.4,42,0,5745758891792,2025-03-30 02:46:06.518609,123.94,Nağdsız_Bankın_Kartı,Hippokrat,Aptek,18.91,2.84,Təsdiqləndi,
10061,26,Kişi,1471.0,73,Aşağı,2,2206.5,1253.46,Yoxdur,0.0,4465.84,62,0,9332238300455,2025-09-08 01:31:16.722348,54.94,Nağdsız_Bankın_Kartı,,Əyləncə/Asudə Vaxt,8.38,1.26,Təsdiqləndi,
10026,40,Kişi,3334.0,109,Aşağı,1,10002.0,1472.5,Yoxdur,0.0,23166.74,33,0,3464238572075,2025-08-06 14:30:30.613318,127.35,Nağdsız_Bankın_Kartı,Bazarstore,Supermarket,19.43,2.91,Təsdiqləndi,
10049,50,Kişi,1301.0,197,Orta,1,2602.0,0.0,Yoxdur,0.0,1956.12,22,0,5238080343092,2025-06-02 03:42:58.442020,51.22,Nağdsız_Bankın_Kartı,Mado,Restoran/Kafe,7.81,1.17,Təsdiqləndi,
10013,38,Kişi,3018.0,188,Aşağı,1,9054.0,0.0,Yoxdur,0.0,18187.02,59,0,3896561689104,2025-06-25 14:25:23.631034,66.32,Nağd,Neptun,Supermarket,10.12,1.01,Təsdiqləndi,
10069,63,Kişi,519.0,300,Aşağı,2,0.0,0.0,Yoxdur,0.0,4835.64,12,0,8539566755722,2025-09-25 08:29:33.594795,12.08,Nağdsız_Bankın_Kartı,Araz,Supermarket,1.84,0.28,Təsdiqləndi,
10026,40,Kişi,3334.0,109,Aşağı,1,10002.0,1472.5,Yoxdur,0.0,23166.74,33,0,9529446883108,2025-07-19 04:00:59.574027,247.23,Nağd,Bravo,Supermarket,37.71,3.77,Təsdiqləndi,
10067,36,Kişi,1934.0,153,Orta,2,3868.0,2930.82,Aktiv,725.6,4468.34,32,0,0750337604783,2025-08-07 06:04:16.489804,9.89,Nağdsız_Bankın_Kartı,Avis Aptek,Aptek,1.51,0.23,Təsdiqləndi,
10074,29,Qadın,1956.0,34,Aşağı,1,2934.0,1518.85,Yoxdur,0.0,9748.54,58,0,0287417992238,2025-07-08 05:29:18.229259,69.17,Nağdsız_Bankın_Kartı,Bir-İki Dönər,Restoran/Kafe,10.55,1.58,Təsdiqləndi,
10053,30,Kişi,1983.0,142,Orta,2,3966.0,0.0,Yoxdur,0.0,3039.7,25,0,2205826375881,2025-08-25 08:21:34.120148,19.64 AZN,Nağdsız_Bankın_Kartı,Lukoil,YDM,3.0,0.45,Təsdiqləndi,
10070,22,Qadın,328.0,43,Orta,1,0.0,0.0,Yoxdur,0.0,260.58,70,0,1196968378656,2025-08-07 08:17:28.267372,8.71,Nağd,Uber,Nəqliyyat,1.33,0.13,Təsdiqləndi,
10000,36,Qadın,1000.0,48,Orta,4,2000.0,0.0,Yoxdur,0.0,2627.59,23,0,6655419068506,2025-07-28 20:17:26.275855,104.01,Nağdsız_Bankın_Kartı,Neptun,Supermarket,15.87,2.38,Təsdiqləndi,
10012,35,Kişi,2741.0,118,,1,8223.0,2453.33,Yoxdur,0.0,37133.19,50,0,7752752696738,2025-04-30 12:28:45.529596,122.25,Nağdsız_Bankın_Kartı,Araz,Supermarket,18.65,2.8,Təsdiqləndi,
10026,40,Kişi,3334.0,109,Aşağı,1,10002.0,1472.5,Yoxdur,0.0,23166.74,33,0,3875974198433,2025-08-15 02:34:57.687746,65.87,Nağdsız_Bankın_Kartı,,Restoran/Kafe,10.05,1.51,Gözləmədə,
10099,31,Kişi,1800.0,103,Aşağı,3,2700.0,1726.82,Aktiv,457.51,2109.23,52,0,2968365554725,2025-05-23 07:27:32.288481,29.24,Nağdsız_Bankın_Kartı,Ganjlik Mall Bouncers,Əyləncə/Asudə Vaxt,4.46,0.67,Təsdiqləndi,
10052,46,Kişi,2511.0,129,Aşağı,3,7533.0,2393.24,Yoxdur,0.0,18233.19,45,0,5122770465283,2025-05-21 09:39:46.888790,160.06,Nağd,Nike Store,Geyim/Ayaqqabı,24.42,2.44,Təsdiqləndi,
10081,28,Kişi,2308.0,42,Aşağı,4,3462.0,1952.21,Yoxdur,0.0,10794.41,60,0,6854738866300,2025-04-06 23:38:03.491014,83.97,Nağdsız_Bankın_Kartı,Park Cinema,Əyləncə/Asudə Vaxt,12.81,1.92,Təsdiqləndi,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,2213031594679,2025-07-07 00:20:46.945978,46.79,Nağdsız_Bankın_Kartı,Irshad,Elektronika/Məişət,7.14,1.07,Təsdiqləndi,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,9000963299643,2025-06-28 07:51:01.302131,131.03,Nağdsız_Bankın_Kartı,Araz,Supermarket,19.99,3.0,Təsdiqləndi,
10026,40,Kişi,3334.0,109,Aşağı,1,10002.0,1472.5,Yoxdur,0.0,23166.74,33,0,4230351298690,2025-04-27 23:19:09.283477,125.25,Nağdsız_Başqa_Kart,Irshad,Elektronika/Məişət,19.11,2.87,Təsdiqləndi,
10076,34,Qadın,1808.0,153,Orta,3,3616.0,1846.58,Yoxdur,0.0,4492.88,44,0,6692027697577,2025-08-02 14:53:28.446755,28.77,Nağdsız_Bankın_Kartı,Bazarstore,Supermarket,4.39,0.66,Təsdiqləndi,
10023,34,Kişi,1800.0,26,Aşağı,4,2700.0,404.67,Aktiv,593.32,6588.82,61,0,3209280052381,2025-07-05 01:12:17.360713,79.78,Nağdsız_Başqa_Kart,KFC,Restoran/Kafe,12.17,1.83,Təsdiqləndi,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,3020868093326,2025-08-06 16:11:27.479615,124.39,Nağdsız_Bankın_Kartı,Vapiano,Restoran/Kafe,18.97,2.85,Təsdiqləndi,
10026,40,Kişi,3334.0,109,Aşağı,1,10002.0,1472.5,Yoxdur,0.0,23166.74,33,0,8249681828281,2025-07-06 11:17:25.907018,326.04,Nağdsız_Bankın_Kartı,Optimal,Elektronika/Məişət,49.73,7.46,Təsdiqləndi,
10011,54,Kişi,3182.0,300,Aşağı,4,9546.0,2277.84,Yoxdur,0.0,35253.94,52,0,6997529075738,2025-08-25 17:31:04.911188,61.93,Nağdsız_Bankın_Kartı,Lukoil,YDM,9.45,1.42,Təsdiqləndi,
10035,32,Kişi,2421.0,22,Aşağı,2,3631.5,0.0,Aktiv,702.8,10202.17,51,0,7342535160135,2025-09-02 01:15:45.365423,53.0,Nağdsız_Bankın_Kartı,Bravo,Supermarket,8.08,1.21,Gözləmədə,
10081,28,Kişi,2308.0,42,Aşağı,4,3462.0,1952.21,Yoxdur,0.0,10794.41,60,0,3793242928734,2025-09-13 13:43:54.293884,18.44,Nağdsız_Bankın_Kartı,Araz,Supermarket,2.81,0.42,Təsdiqləndi,
